t,msssimc_ref,psnr_ref,msssimc_last,psnr_last,meanY
201.30,0.9040,15.51,0.9945,38.11,85.2
201.40,0.9040,15.51,0.9945,38.11,85.2
201.50,0.9040,15.51,0.9945,38.16,85.2
201.60,0.9043,15.50,0.9947,38.21,85.2
201.70,0.9043,15.50,0.9947,38.24,85.2
201.80,0.9043,15.50,0.9947,38.25,85.2
201.90,0.9043,15.50,0.9947,38.25,85.2
202.00,0.9043,15.50,0.9947,38.25,85.2
202.10,0.9043,15.50,0.9947,38.32,85.2
202.20,0.9042,15.50,0.9947,38.32,85.2
202.30,0.9043,15.50,0.9948,38.35,85.2
202.40,0.9043,15.50,0.9948,38.43,85.2
202.50,0.9043,15.50,0.9948,38.44,85.2
202.60,0.9043,15.50,0.9948,38.45,85.2
202.70,0.9043,15.50,0.9948,38.45,85.2
202.80,0.9043,15.50,0.9948,38.47,85.2
202.90,0.9044,15.50,0.9948,38.52,85.2
203.00,0.9046,15.50,0.9950,38.62,85.2
203.10,0.9046,15.50,0.9950,38.62,85.2
203.20,0.9045,15.50,0.9950,38.63,85.2
203.30,0.9045,15.50,0.9951,38.66,85.2
203.40,0.9045,15.50,0.9950,38.66,85.2
203.50,0.9046,15.50,0.9951,38.69,85.2
203.60,0.9046,15.50,0.9951,38.72,85.2
203.70,0.9046,15.50,0.9951,38.75,85.2
203.80,0.9048,15.50,0.9952,38.78,85.2
203.90,0.9048,15.50,0.9952,38.83,85.2
204.00,0.9047,15.50,0.9952,38.90,85.2
204.10,0.9047,15.50,0.9952,38.94,85.2
204.20,0.9043,15.50,0.9955,39.32,85.2
204.30,0.9044,15.50,0.9955,39.32,85.2
204.40,0.9044,15.50,0.9955,39.37,85.2
204.50,0.9044,15.50,0.9955,39.38,85.2
204.60,0.9044,15.50,0.9956,39.44,85.2
204.70,0.9044,15.50,0.9956,39.45,85.2
204.80,0.9048,15.50,0.9958,39.51,85.2
204.90,0.9048,15.50,0.9958,39.54,85.2
205.00,0.9048,15.50,0.9959,39.56,85.2
205.10,0.9048,15.50,0.9958,39.55,85.2
205.20,0.9048,15.50,0.9958,39.58,85.2
205.30,0.9048,15.50,0.9958,39.60,85.2
205.40,0.9047,15.50,0.9959,39.66,85.2
205.50,0.9048,15.50,0.9959,39.66,85.2
205.60,0.9047,15.50,0.9959,39.69,85.2
205.70,0.9048,15.50,0.9959,39.69,85.2
205.80,0.9047,15.50,0.9959,39.70,85.2
205.90,0.9047,15.50,0.9959,39.74,85.2
206.00,0.9047,15.50,0.9959,39.77,85.2
206.10,0.9048,15.49,0.9959,39.77,85.2
206.20,0.9047,15.50,0.9959,39.81,85.2
206.30,0.9047,15.50,0.9959,39.81,85.2
206.40,0.9047,15.49,0.9959,39.83,85.2
206.50,0.9047,15.49,0.9959,39.87,85.2
206.60,0.9047,15.49,0.9959,39.87,85.2
206.70,0.9047,15.49,0.9959,39.91,85.2
206.80,0.9047,15.49,0.9959,39.93,85.2
206.90,0.9046,15.49,0.9959,39.93,85.2
207.00,0.9046,15.49,0.9959,40.01,85.2
207.10,0.9046,15.49,0.9959,39.99,85.2
207.20,0.9045,15.49,0.9959,40.02,85.2
207.30,0.9045,15.49,0.9959,40.06,85.2
207.40,0.9045,15.49,0.9959,40.06,85.2
207.50,0.9045,15.49,0.9959,40.14,85.2
207.60,0.9045,15.49,0.9959,40.19,85.2
207.70,0.9045,15.49,0.9959,40.19,85.2
207.80,0.9048,15.49,0.9961,40.30,85.2
207.90,0.9047,15.49,0.9961,40.33,85.2
208.00,0.9047,15.49,0.9961,40.35,85.2
208.10,0.9048,15.49,0.9962,40.42,85.2
208.20,0.9048,15.49,0.9962,40.41,85.2
208.30,0.9042,15.49,0.9963,40.78,85.2
208.40,0.9043,15.49,0.9963,40.80,85.2
208.50,0.8982,15.48,0.9893,36.95,85.2
208.60,0.2620,7.66,0.3197,9.56,65.5
208.70,0.2620,7.66,0.3198,9.56,65.5
208.80,0.2619,7.66,0.3197,9.56,65.5
208.90,0.2619,7.66,0.3197,9.56,65.5
209.00,0.2619,7.66,0.3197,9.56,65.5
209.10,0.2619,7.66,0.3197,9.56,65.5
209.20,0.2619,7.66,0.3197,9.56,65.5
209.30,0.2619,7.66,0.3197,9.56,65.5
209.40,0.2619,7.66,0.3197,9.56,65.5
209.50,0.2619,7.66,0.3197,9.56,65.5
209.60,0.2619,7.66,0.3197,9.56,65.5
209.70,0.2619,7.66,0.3197,9.56,65.5
209.80,0.8976,15.48,0.9882,36.28,85.2
209.90,0.8977,15.47,0.9886,36.53,85.2
210.00,0.9027,15.48,0.9931,37.64,85.2
210.10,0.9034,15.47,0.9948,37.19,85.2
210.20,0.9053,15.48,0.9971,40.62,85.2
210.30,0.9053,15.48,0.9971,40.65,85.2
210.40,0.9052,15.48,0.9972,40.76,85.2
210.50,0.9052,15.48,0.9972,40.76,85.2
210.60,0.9053,15.48,0.9971,40.80,85.2
210.70,0.9052,15.48,0.9972,40.81,85.2
210.80,0.9052,15.48,0.9972,40.84,85.2
210.90,0.9052,15.48,0.9972,40.90,85.2
211.00,0.9052,15.48,0.9972,40.90,85.2
211.10,0.9052,15.48,0.9972,40.98,85.2
211.20,0.9052,15.48,0.9972,40.99,85.2
211.30,0.9052,15.48,0.9972,41.00,85.2
211.40,0.9052,15.48,0.9972,40.89,85.2
211.50,0.9052,15.48,0.9972,40.82,85.2
211.60,0.9052,15.48,0.9972,41.14,85.2
211.70,0.9052,15.48,0.9972,41.18,85.2
211.80,0.9052,15.48,0.9972,41.18,85.2
211.90,0.9052,15.48,0.9972,41.29,85.2
212.00,0.9052,15.48,0.9972,41.29,85.2
212.10,0.9052,15.48,0.9972,41.28,85.2
212.20,0.9052,15.48,0.9972,41.37,85.2
212.30,0.9052,15.48,0.9972,41.41,85.2
212.40,0.9052,15.48,0.9972,41.44,85.2
212.50,0.9048,15.48,0.9994,48.90,85.2
212.60,0.9050,15.48,0.9996,50.27,85.2
212.70,0.9050,15.48,0.9996,51.12,85.2
212.80,0.9050,15.48,0.9996,51.28,85.2
212.90,0.9049,15.48,0.9996,51.46,85.2
213.00,0.9049,15.48,0.9996,51.53,85.2
213.10,0.9052,15.48,0.9998,53.94,85.2
213.20,0.9051,15.48,0.9998,54.37,85.2
213.30,0.9051,15.48,0.9998,54.40,85.2
213.40,0.9054,15.48,1.0000,99.00,85.2
