seq,mode,epoch,holdMs,sendStartMs,sendEndMs,unixMs,bundle,order,msgDelay
100,0,3,500,2.46,9.51,1789622556095.5,0,forward,0
101,0,3,500,502.46,503.97,1789622556595.5,0,forward,0
102,0,3,500,1002.46,1003.62,1789622557095.5,0,forward,0
103,0,3,500,1502.46,1503.42,1789622557595.5,0,forward,0
104,0,3,500,2002.46,2003.40,1789622558095.5,0,forward,0
105,0,3,500,2502.46,2503.49,1789622558595.5,0,forward,0
106,0,3,500,3002.46,3003.80,1789622559095.5,0,forward,0
107,0,3,500,3502.46,3504.24,1789622559595.5,0,forward,0
108,0,3,500,4002.46,4004.05,1789622560095.5,0,forward,0
109,0,3,500,4502.46,4503.50,1789622560595.5,0,forward,0
110,0,3,500,5002.46,5003.80,1789622561095.5,0,forward,0
111,0,3,500,5502.46,5503.45,1789622561595.5,0,forward,0
112,0,3,500,6002.46,6003.81,1789622562095.5,0,forward,0
113,0,3,500,6502.46,6504.12,1789622562595.5,0,forward,0
114,0,3,500,7002.46,7003.83,1789622563095.5,0,forward,0
115,0,3,500,7502.46,7505.06,1789622563595.5,0,forward,0
116,0,3,500,8002.46,8004.21,1789622564095.5,0,forward,0
117,0,3,500,8502.46,8503.89,1789622564595.5,0,forward,0
118,0,3,500,9002.46,9003.96,1789622565095.5,0,forward,0
119,0,3,500,9502.46,9503.61,1789622565595.5,0,forward,0
120,0,3,500,10002.46,10004.02,1789622566095.5,0,forward,0
121,0,3,500,10502.46,10504.24,1789622566595.5,0,forward,0
122,0,3,500,11002.46,11003.95,1789622567095.5,0,forward,0
123,0,3,500,11502.46,11503.53,1789622567595.5,0,forward,0
124,0,3,500,12002.46,12003.87,1789622568095.5,0,forward,0
125,0,3,500,12502.46,12503.58,1789622568595.5,0,forward,0
126,0,3,500,13002.46,13003.71,1789622569095.5,0,forward,0
127,0,3,500,13502.46,13503.69,1789622569595.5,0,forward,0
128,0,3,500,14002.46,14004.06,1789622570095.5,0,forward,0
129,0,3,500,14502.46,14503.63,1789622570595.5,0,forward,0
130,0,3,500,15002.46,15003.93,1789622571095.5,0,forward,0
131,0,3,500,15502.46,15504.57,1789622571595.5,0,forward,0
132,0,3,500,16002.46,16004.19,1789622572095.5,0,forward,0
133,0,3,500,16502.46,16503.50,1789622572595.5,0,forward,0
134,0,3,500,17002.46,17003.82,1789622573095.5,0,forward,0
135,0,3,500,17502.46,17503.66,1789622573595.5,0,forward,0
136,0,3,500,18002.46,18003.47,1789622574095.5,0,forward,0
137,0,3,500,18502.77,18504.63,1789622574595.8,0,forward,0
138,0,3,500,19002.46,19003.72,1789622575095.5,0,forward,0
139,0,3,500,19502.46,19503.43,1789622575595.5,0,forward,0
140,0,3,500,20002.51,20004.58,1789622576095.5,0,forward,0
141,0,3,500,20502.46,20503.58,1789622576595.5,0,forward,0
142,0,3,500,21002.46,21003.51,1789622577095.5,0,forward,0
143,0,3,500,21502.46,21503.69,1789622577595.5,0,forward,0
144,0,3,500,22002.46,22003.40,1789622578095.5,0,forward,0
145,0,3,500,22502.46,22503.43,1789622578595.5,0,forward,0
146,0,3,500,23002.46,23004.53,1789622579095.5,0,forward,0
147,0,3,500,23502.56,23503.92,1789622579595.6,0,forward,0
148,0,3,500,24002.46,24003.68,1789622580095.5,0,forward,0
149,0,3,500,24502.46,24503.95,1789622580595.5,0,forward,0
150,0,3,500,25002.46,25003.91,1789622581095.5,0,forward,0
151,0,3,500,25502.46,25504.22,1789622581595.5,0,forward,0
152,0,3,500,26002.46,26003.59,1789622582095.5,0,forward,0
153,0,3,500,26502.47,26503.76,1789622582595.5,0,forward,0
154,0,3,500,27002.46,27004.00,1789622583095.5,0,forward,0
155,0,3,500,27502.46,27503.91,1789622583595.5,0,forward,0
156,0,3,500,28002.46,28003.85,1789622584095.5,0,forward,0
157,0,3,500,28502.46,28503.86,1789622584595.5,0,forward,0
158,0,3,500,29002.48,29003.81,1789622585095.5,0,forward,0
159,0,3,500,29502.46,29504.14,1789622585595.5,0,forward,0
160,0,3,500,30002.67,30004.28,1789622586095.7,0,forward,0
161,0,3,500,30502.46,30504.15,1789622586595.5,0,forward,0
162,0,3,500,31002.46,31003.62,1789622587095.5,0,forward,0
163,0,3,500,31502.46,31503.88,1789622587595.5,0,forward,0
164,0,3,500,32002.46,32004.15,1789622588095.5,0,forward,0
165,0,3,500,32502.46,32503.78,1789622588595.5,0,forward,0
166,0,3,500,33002.46,33003.92,1789622589095.5,0,forward,0
167,0,3,500,33502.46,33504.06,1789622589595.5,0,forward,0
168,0,3,500,34002.46,34003.47,1789622590095.5,0,forward,0
169,0,3,500,34502.46,34503.43,1789622590595.5,0,forward,0
170,0,3,500,35002.46,35003.33,1789622591095.5,0,forward,0
171,0,3,500,35502.46,35503.50,1789622591595.5,0,forward,0
