seq,mode,epoch,holdMs,sendStartMs,sendEndMs,unixMs,bundle,order,msgDelay
100,0,3,500,1.66,6.98,1789620976922.7,0,forward,0
101,0,3,500,501.66,503.26,1789620977422.7,0,forward,0
102,0,3,500,1001.66,1002.79,1789620977922.7,0,forward,0
103,0,3,500,1501.66,1503.24,1789620978422.7,0,forward,0
104,0,3,500,2001.68,2002.89,1789620978922.7,0,forward,0
105,0,3,500,2501.67,2503.04,1789620979422.7,0,forward,0
106,0,3,500,3001.66,3002.97,1789620979922.7,0,forward,0
107,0,3,500,3501.66,3503.98,1789620980422.7,0,forward,0
108,0,3,500,4001.66,4003.74,1789620980922.7,0,forward,0
109,0,3,500,4501.66,4502.80,1789620981422.7,0,forward,0
110,0,3,500,5002.59,5003.91,1789620981923.6,0,forward,0
111,0,3,500,5501.68,5502.76,1789620982422.7,0,forward,0
112,0,3,500,6001.66,6003.43,1789620982922.7,0,forward,0
113,0,3,500,6501.67,6502.53,1789620983422.7,0,forward,0
114,0,3,500,7001.66,7002.66,1789620983922.7,0,forward,0
115,0,3,500,7501.66,7503.41,1789620984422.7,0,forward,0
116,0,3,500,8001.66,8002.87,1789620984922.7,0,forward,0
117,0,3,500,8501.66,8502.69,1789620985422.7,0,forward,0
118,0,3,500,9001.66,9002.94,1789620985922.7,0,forward,0
119,0,3,500,9501.66,9502.87,1789620986422.7,0,forward,0
120,0,3,500,10001.66,10002.73,1789620986922.7,0,forward,0
121,0,3,500,10501.66,10502.91,1789620987422.7,0,forward,0
122,0,3,500,11001.66,11002.60,1789620987922.7,0,forward,0
123,0,3,500,11501.66,11502.48,1789620988422.7,0,forward,0
124,0,3,500,12001.66,12002.40,1789620988922.7,0,forward,0
125,0,3,500,12501.66,12502.47,1789620989422.7,0,forward,0
126,0,3,500,13001.71,13002.54,1789620989922.7,0,forward,0
127,0,3,500,13501.83,13502.70,1789620990422.8,0,forward,0
128,0,3,500,14001.66,14002.31,1789620990922.7,0,forward,0
129,0,3,500,14501.70,14502.51,1789620991422.7,0,forward,0
130,0,3,500,15001.67,15002.59,1789620991922.7,0,forward,0
131,0,3,500,15501.66,15502.38,1789620992422.7,0,forward,0
132,0,3,500,16001.67,16002.38,1789620992922.7,0,forward,0
133,0,3,500,16501.66,16502.34,1789620993422.7,0,forward,0
134,0,3,500,17001.67,17002.61,1789620993922.7,0,forward,0
135,0,3,500,17501.67,17502.46,1789620994422.7,0,forward,0
136,0,3,500,18001.66,18002.35,1789620994922.7,0,forward,0
137,0,3,500,18501.66,18502.74,1789620995422.7,0,forward,0
138,0,3,500,19001.66,19002.62,1789620995922.7,0,forward,0
139,0,3,500,19501.66,19502.23,1789620996422.7,0,forward,0
140,0,3,500,20001.66,20002.37,1789620996922.7,0,forward,0
141,0,3,500,20501.66,20502.56,1789620997422.7,0,forward,0
142,0,3,500,21001.66,21002.53,1789620997922.7,0,forward,0
143,0,3,500,21501.66,21502.29,1789620998422.7,0,forward,0
144,0,3,500,22001.66,22002.31,1789620998922.7,0,forward,0
145,0,3,500,22501.66,22502.38,1789620999422.7,0,forward,0
146,0,3,500,23001.66,23002.50,1789620999922.7,0,forward,0
147,0,3,500,23501.66,23502.25,1789621000422.7,0,forward,0
148,0,3,500,24001.66,24002.51,1789621000922.7,0,forward,0
149,0,3,500,24501.66,24502.39,1789621001422.7,0,forward,0
150,0,3,500,25001.66,25002.40,1789621001922.7,0,forward,0
151,0,3,500,25501.66,25502.32,1789621002422.7,0,forward,0
152,0,3,500,26001.66,26002.27,1789621002922.7,0,forward,0
153,0,3,500,26501.66,26502.10,1789621003422.7,0,forward,0
154,0,3,500,27001.66,27002.11,1789621003922.7,0,forward,0
155,0,3,500,27501.66,27502.26,1789621004422.7,0,forward,0
156,0,3,500,28002.75,28003.21,1789621004923.7,0,forward,0
157,0,3,500,28501.66,28502.09,1789621005422.7,0,forward,0
158,0,3,500,29001.66,29002.38,1789621005922.7,0,forward,0
159,0,3,500,29501.66,29502.11,1789621006422.7,0,forward,0
160,0,3,500,30001.66,30002.19,1789621006922.7,0,forward,0
161,0,3,500,30501.66,30502.18,1789621007422.7,0,forward,0
162,0,3,500,31001.66,31002.11,1789621007922.7,0,forward,0
163,0,3,500,31501.66,31502.16,1789621008422.7,0,forward,0
164,0,3,500,32001.67,32002.16,1789621008922.7,0,forward,0
165,0,3,500,32501.66,32502.16,1789621009422.7,0,forward,0
166,0,3,500,33001.66,33002.10,1789621009922.7,0,forward,0
167,0,3,500,33501.66,33502.15,1789621010422.7,0,forward,0
168,0,3,500,34001.77,34002.39,1789621010922.8,0,forward,0
169,0,3,500,34501.66,34502.16,1789621011422.7,0,forward,0
170,0,3,500,35001.66,35002.35,1789621011922.7,0,forward,0
171,0,3,500,35501.66,35502.29,1789621012422.7,0,forward,0
172,0,3,500,36002.68,36003.09,1789621012923.7,0,forward,0
173,0,3,500,36501.66,36502.20,1789621013422.7,0,forward,0
174,0,3,500,37001.66,37002.10,1789621013922.7,0,forward,0
175,0,3,500,37501.66,37502.10,1789621014422.7,0,forward,0
176,0,3,500,38001.66,38002.36,1789621014922.7,0,forward,0
177,0,3,500,38501.66,38502.08,1789621015422.7,0,forward,0
178,0,3,500,39001.66,39002.24,1789621015922.7,0,forward,0
179,0,3,500,39501.66,39502.13,1789621016422.7,0,forward,0
180,0,3,500,40001.66,40002.28,1789621016922.7,0,forward,0
181,0,3,500,40501.66,40502.25,1789621017422.7,0,forward,0
182,0,3,500,41001.66,41002.31,1789621017922.7,0,forward,0
183,0,3,500,41502.45,41502.90,1789621018423.4,0,forward,0
184,0,3,500,42001.66,42002.08,1789621018922.7,0,forward,0
185,0,3,500,42501.66,42502.11,1789621019422.7,0,forward,0
186,0,3,500,43001.66,43002.09,1789621019922.7,0,forward,0
187,0,3,500,43501.66,43502.14,1789621020422.7,0,forward,0
188,0,3,500,44002.60,44003.13,1789621020923.6,0,forward,0
189,0,3,500,44501.66,44502.13,1789621021422.7,0,forward,0
190,0,3,500,45001.66,45002.23,1789621021922.7,0,forward,0
191,0,3,500,45501.66,45502.10,1789621022422.7,0,forward,0
192,0,3,500,46001.66,46002.09,1789621022922.7,0,forward,0
193,0,3,500,46501.66,46502.08,1789621023422.7,0,forward,0
194,0,3,500,47001.66,47002.12,1789621023922.7,0,forward,0
195,0,3,500,47501.66,47502.35,1789621024422.7,0,forward,0
196,0,3,500,48001.66,48002.85,1789621024922.7,0,forward,0
197,0,3,500,48502.62,48503.09,1789621025423.6,0,forward,0
198,0,3,500,49001.66,49003.27,1789621025922.7,0,forward,0
199,0,3,500,49501.66,49502.08,1789621026422.7,0,forward,0
200,0,3,500,50001.66,50002.15,1789621026922.7,0,forward,0
201,0,3,500,50501.66,50502.13,1789621027422.7,0,forward,0
202,0,3,500,51001.66,51002.33,1789621027922.7,0,forward,0
203,0,3,500,51501.66,51502.09,1789621028422.7,0,forward,0
204,0,3,500,52001.66,52002.28,1789621028922.7,0,forward,0
205,0,3,500,52501.66,52502.40,1789621029422.7,0,forward,0
206,0,3,500,53001.71,53002.40,1789621029922.7,0,forward,0
207,0,3,500,53501.66,53502.15,1789621030422.7,0,forward,0
208,0,3,500,54001.66,54002.34,1789621030922.7,0,forward,0
209,0,3,500,54501.66,54502.64,1789621031422.7,0,forward,0
210,0,3,500,55001.66,55002.55,1789621031922.7,0,forward,0
211,0,3,500,55501.66,55502.41,1789621032422.7,0,forward,0
212,0,3,500,56001.67,56002.43,1789621032922.7,0,forward,0
213,0,3,500,56501.67,56502.22,1789621033422.7,0,forward,0
214,0,3,500,57001.72,57002.52,1789621033922.7,0,forward,0
215,0,3,500,57501.66,57502.39,1789621034422.7,0,forward,0
216,0,3,500,58001.66,58002.49,1789621034922.7,0,forward,0
217,0,3,500,58501.66,58502.42,1789621035422.7,0,forward,0
218,0,3,500,59001.66,59002.30,1789621035922.7,0,forward,0
219,0,3,500,59501.66,59502.24,1789621036422.7,0,forward,0
220,1,3,500,59502.39,59502.92,1789621036423.4,0,forward,0
221,1,3,500,60002.39,60003.01,1789621036923.4,0,forward,0
222,1,3,500,60502.39,60503.14,1789621037423.4,0,forward,0
223,1,3,500,61002.39,61003.01,1789621037923.4,0,forward,0
224,1,3,500,61502.39,61503.03,1789621038423.4,0,forward,0
225,1,3,500,62002.39,62002.89,1789621038923.4,0,forward,0
