seq,mode,epoch,holdMs,sendStartMs,sendEndMs,unixMs,bundle,order,msgDelay
1000,0,10,80,1.76,6.87,1789621105407.8,0,forward,0
1001,0,10,80,81.99,82.98,1789621105488.0,0,forward,0
1002,0,10,80,161.76,162.79,1789621105567.8,0,forward,0
1003,0,10,80,241.76,242.50,1789621105647.8,0,forward,0
1004,0,10,80,321.76,323.38,1789621105727.8,0,forward,0
1005,0,10,80,401.76,403.52,1789621105807.8,0,forward,0
1006,0,10,80,481.76,483.00,1789621105887.8,0,forward,0
1007,0,10,80,561.76,563.58,1789621105967.8,0,forward,0
1008,0,10,80,641.76,642.46,1789621106047.8,0,forward,0
1009,0,10,80,721.76,722.45,1789621106127.8,0,forward,0
1010,0,10,80,801.76,802.71,1789621106207.8,0,forward,0
1011,0,10,80,881.83,882.56,1789621106287.8,0,forward,0
1012,0,10,80,961.76,962.87,1789621106367.8,0,forward,0
1013,0,10,80,1041.90,1042.45,1789621106447.9,0,forward,0
1014,0,10,80,1121.76,1122.34,1789621106527.8,0,forward,0
1015,0,10,80,1201.76,1203.33,1789621106607.8,0,forward,0
1016,0,10,80,1281.76,1282.61,1789621106687.8,0,forward,0
1017,0,10,80,1361.76,1362.60,1789621106767.8,0,forward,0
1018,0,10,80,1441.76,1442.49,1789621106847.8,0,forward,0
1019,0,10,80,1521.76,1522.87,1789621106927.8,0,forward,0
1020,0,10,80,1601.76,1602.70,1789621107007.8,0,forward,0
1021,0,10,80,1681.76,1682.53,1789621107087.8,0,forward,0
1022,0,10,80,1761.76,1762.58,1789621107167.8,0,forward,0
1023,0,10,80,1841.76,1842.97,1789621107247.8,0,forward,0
1024,0,10,80,1921.76,1922.87,1789621107327.8,0,forward,0
1025,0,10,80,2001.76,2002.66,1789621107407.8,0,forward,0
1026,0,10,80,2081.76,2082.58,1789621107487.8,0,forward,0
1027,0,10,80,2161.76,2162.36,1789621107567.8,0,forward,0
1028,0,10,80,2241.77,2242.80,1789621107647.8,0,forward,0
1029,0,10,80,2321.76,2322.36,1789621107727.8,0,forward,0
1030,0,10,80,2401.76,2402.67,1789621107807.8,0,forward,0
1031,0,10,80,2481.76,2482.52,1789621107887.8,0,forward,0
1032,0,10,80,2561.76,2562.30,1789621107967.8,0,forward,0
1033,0,10,80,2641.76,2642.65,1789621108047.8,0,forward,0
1034,0,10,80,2721.89,2722.63,1789621108127.9,0,forward,0
1035,0,10,80,2801.76,2802.71,1789621108207.8,0,forward,0
1036,0,10,80,2881.76,2882.26,1789621108287.8,0,forward,0
1037,0,10,80,2961.76,2962.76,1789621108367.8,0,forward,0
1038,0,10,80,3041.76,3042.34,1789621108447.8,0,forward,0
1039,0,10,80,3121.76,3122.74,1789621108527.8,0,forward,0
1040,0,10,80,3201.76,3202.66,1789621108607.8,0,forward,0
1041,0,10,80,3281.78,3282.52,1789621108687.8,0,forward,0
1042,0,10,80,3361.76,3362.60,1789621108767.8,0,forward,0
1043,0,10,80,3441.76,3442.41,1789621108847.8,0,forward,0
1044,0,10,80,3521.76,3522.85,1789621108927.8,0,forward,0
1045,0,10,80,3601.83,3602.72,1789621109007.8,0,forward,0
1046,0,10,80,3681.76,3682.76,1789621109087.8,0,forward,0
