seq,mode,epoch,holdMs,sendStartMs,sendEndMs,unixMs,bundle,order,msgDelay
1000,0,10,80,2.24,7.74,1789622675903.2,0,forward,0
1001,0,10,80,82.24,84.87,1789622675983.2,0,forward,0
1002,0,10,80,162.24,163.69,1789622676063.2,0,forward,0
1003,0,10,80,242.28,243.51,1789622676143.3,0,forward,0
1004,0,10,80,322.24,323.84,1789622676223.2,0,forward,0
1005,0,10,80,402.24,405.19,1789622676303.2,0,forward,0
1006,0,10,80,482.24,484.42,1789622676383.2,0,forward,0
1007,0,10,80,562.24,563.49,1789622676463.2,0,forward,0
1008,0,10,80,642.84,644.19,1789622676543.8,0,forward,0
1009,0,10,80,722.24,723.62,1789622676623.2,0,forward,0
1010,0,10,80,802.25,803.92,1789622676703.3,0,forward,0
1011,0,10,80,882.24,883.48,1789622676783.2,0,forward,0
1012,0,10,80,962.24,963.79,1789622676863.2,0,forward,0
1013,0,10,80,1042.24,1044.02,1789622676943.2,0,forward,0
1014,0,10,80,1122.24,1123.25,1789622677023.2,0,forward,0
1015,0,10,80,1202.24,1204.44,1789622677103.2,0,forward,0
1016,0,10,80,1282.24,1283.54,1789622677183.2,0,forward,0
1017,0,10,80,1362.24,1363.52,1789622677263.2,0,forward,0
1018,0,10,80,1442.24,1443.30,1789622677343.2,0,forward,0
1019,0,10,80,1522.28,1524.18,1789622677423.3,0,forward,0
1020,0,10,80,1602.24,1604.06,1789622677503.2,0,forward,0
1021,0,10,80,1682.24,1683.25,1789622677583.2,0,forward,0
1022,0,10,80,1762.24,1764.07,1789622677663.2,0,forward,0
1023,0,10,80,1842.24,1844.07,1789622677743.2,0,forward,0
1024,0,10,80,1922.24,1922.93,1789622677823.2,0,forward,0
1025,0,10,80,2002.24,2003.75,1789622677903.2,0,forward,0
1026,0,10,80,2082.24,2083.46,1789622677983.2,0,forward,0
1027,0,10,80,2162.24,2163.88,1789622678063.2,0,forward,0
1028,0,10,80,2242.24,2243.20,1789622678143.2,0,forward,0
1029,0,10,80,2322.24,2323.49,1789622678223.2,0,forward,0
1030,0,10,80,2402.24,2403.03,1789622678303.2,0,forward,0
1031,0,10,80,2482.24,2483.23,1789622678383.2,0,forward,0
1032,0,10,80,2562.24,2563.05,1789622678463.2,0,forward,0
1033,0,10,80,2642.29,2643.23,1789622678543.3,0,forward,0
1034,0,10,80,2722.24,2723.17,1789622678623.2,0,forward,0
1035,0,10,80,2802.24,2803.68,1789622678703.2,0,forward,0
1036,0,10,80,2882.24,2883.07,1789622678783.2,0,forward,0
1037,0,10,80,2962.24,2963.32,1789622678863.2,0,forward,0
1038,0,10,80,3042.24,3044.41,1789622678943.2,0,forward,0
1039,0,10,80,3122.24,3123.47,1789622679023.2,0,forward,0
1040,0,10,80,3202.24,3203.11,1789622679103.2,0,forward,0
1041,0,10,80,3282.32,3283.28,1789622679183.3,0,forward,0
1042,0,10,80,3362.24,3363.06,1789622679263.2,0,forward,0
1043,0,10,80,3442.24,3443.62,1789622679343.2,0,forward,0
1044,0,10,80,3522.25,3523.81,1789622679423.3,0,forward,0
1045,0,10,80,3602.24,3603.18,1789622679503.2,0,forward,0
1046,0,10,80,3682.33,3683.78,1789622679583.3,0,forward,0
1047,0,10,80,3762.34,3763.95,1789622679663.3,0,forward,0
1048,0,10,80,3842.24,3842.88,1789622679743.2,0,forward,0
1049,0,10,80,3922.52,3923.97,1789622679823.5,0,forward,0
1050,0,10,80,4002.24,4004.21,1789622679903.2,0,forward,0
1051,0,10,80,4082.24,4083.85,1789622679983.2,0,forward,0
1052,0,10,80,4162.24,4163.80,1789622680063.2,0,forward,0
1053,0,10,80,4242.24,4244.34,1789622680143.2,0,forward,0
1054,0,10,80,4322.24,4322.99,1789622680223.2,0,forward,0
1055,0,10,80,4402.24,4403.68,1789622680303.2,0,forward,0
1056,0,10,80,4482.24,4484.47,1789622680383.2,0,forward,0
1057,0,10,80,4562.24,4563.18,1789622680463.2,0,forward,0
1058,0,10,80,4642.24,4643.17,1789622680543.2,0,forward,0
1059,0,10,80,4722.24,4723.04,1789622680623.2,0,forward,0
1060,0,10,80,4802.24,4803.53,1789622680703.2,0,forward,0
1061,0,10,80,4882.24,4883.47,1789622680783.2,0,forward,0
1062,0,10,80,4962.24,4963.89,1789622680863.2,0,forward,0
1063,0,10,80,5042.24,5043.08,1789622680943.2,0,forward,0
1064,0,10,80,5122.24,5123.01,1789622681023.2,0,forward,0
1065,0,10,80,5202.67,5203.94,1789622681103.7,0,forward,0
1066,0,10,80,5282.24,5283.54,1789622681183.2,0,forward,0
1067,0,10,80,5362.37,5363.52,1789622681263.4,0,forward,0
1068,0,10,80,5442.24,5443.72,1789622681343.2,0,forward,0
1069,0,10,80,5522.26,5523.46,1789622681423.3,0,forward,0
1070,0,10,80,5602.24,5603.66,1789622681503.2,0,forward,0
1071,0,10,80,5682.26,5684.16,1789622681583.3,0,forward,0
1072,0,10,80,5762.24,5763.10,1789622681663.2,0,forward,0
1073,0,10,80,5842.24,5843.33,1789622681743.2,0,forward,0
1074,0,10,80,5922.24,5923.15,1789622681823.2,0,forward,0
1075,0,10,80,6002.24,6003.54,1789622681903.2,0,forward,0
1076,0,10,80,6082.24,6083.22,1789622681983.2,0,forward,0
1077,0,10,80,6162.24,6164.06,1789622682063.2,0,forward,0
1078,0,10,80,6242.36,6243.13,1789622682143.4,0,forward,0
1079,0,10,80,6322.24,6323.18,1789622682223.2,0,forward,0
1080,0,10,80,6402.37,6403.84,1789622682303.4,0,forward,0
1081,0,10,80,6482.24,6483.86,1789622682383.2,0,forward,0
1082,0,10,80,6562.25,6563.36,1789622682463.2,0,forward,0
1083,0,10,80,6642.94,6643.97,1789622682543.9,0,forward,0
1084,0,10,80,6722.24,6724.14,1789622682623.2,0,forward,0
1085,0,10,80,6802.24,6803.84,1789622682703.2,0,forward,0
1086,0,10,80,6882.24,6883.15,1789622682783.2,0,forward,0
1087,0,10,80,6962.24,6963.64,1789622682863.2,0,forward,0
1088,0,10,80,7042.36,7043.09,1789622682943.4,0,forward,0
1089,0,10,80,7122.24,7123.43,1789622683023.2,0,forward,0
1090,0,10,80,7202.24,7204.00,1789622683103.2,0,forward,0
1091,0,10,80,7282.24,7282.80,1789622683183.2,0,forward,0
1092,0,10,80,7362.24,7363.06,1789622683263.2,0,forward,0
1093,0,10,80,7442.24,7443.92,1789622683343.2,0,forward,0
1094,0,10,80,7522.24,7523.07,1789622683423.2,0,forward,0
1095,0,10,80,7603.01,7604.77,1789622683504.0,0,forward,0
1096,0,10,80,7682.41,7683.17,1789622683583.4,0,forward,0
1097,0,10,80,7762.24,7763.81,1789622683663.2,0,forward,0
1098,0,10,80,7842.24,7843.15,1789622683743.2,0,forward,0
1099,0,10,80,7922.24,7923.14,1789622683823.2,0,forward,0
1100,0,10,80,8002.36,8004.67,1789622683903.4,0,forward,0
1101,0,10,80,8082.24,8083.13,1789622683983.2,0,forward,0
1102,0,10,80,8162.31,8163.15,1789622684063.3,0,forward,0
1103,0,10,80,8242.24,8243.01,1789622684143.2,0,forward,0
1104,0,10,80,8322.24,8323.99,1789622684223.2,0,forward,0
1105,0,10,80,8402.24,8403.77,1789622684303.2,0,forward,0
1106,0,10,80,8482.25,8483.61,1789622684383.2,0,forward,0
1107,0,10,80,8562.24,8563.33,1789622684463.2,0,forward,0
1108,0,10,80,8642.24,8643.95,1789622684543.2,0,forward,0
1109,0,10,80,8722.24,8723.45,1789622684623.2,0,forward,0
1110,0,10,80,8802.24,8804.46,1789622684703.2,0,forward,0
1111,0,10,80,8882.25,8883.47,1789622684783.2,0,forward,0
1112,0,10,80,8962.24,8962.95,1789622684863.2,0,forward,0
1113,0,10,80,9042.24,9043.05,1789622684943.2,0,forward,0
1114,0,10,80,9122.24,9123.48,1789622685023.2,0,forward,0
1115,0,10,80,9202.31,9204.65,1789622685103.3,0,forward,0
1116,0,10,80,9282.24,9283.25,1789622685183.2,0,forward,0
1117,0,10,80,9362.38,9364.02,1789622685263.4,0,forward,0
1118,0,10,80,9442.24,9443.48,1789622685343.2,0,forward,0
1119,0,10,80,9522.25,9523.49,1789622685423.3,0,forward,0
1120,0,10,80,9602.24,9603.95,1789622685503.2,0,forward,0
1121,0,10,80,9682.25,9683.03,1789622685583.2,0,forward,0
1122,0,10,80,9762.24,9763.80,1789622685663.2,0,forward,0
1123,0,10,80,9842.24,9842.97,1789622685743.2,0,forward,0
1124,0,10,80,9922.24,9923.00,1789622685823.2,0,forward,0
1125,0,10,80,10002.24,10004.25,1789622685903.2,0,forward,0
1126,0,10,80,10082.24,10083.21,1789622685983.2,0,forward,0
1127,0,10,80,10162.24,10163.13,1789622686063.2,0,forward,0
1128,0,10,80,10242.24,10242.95,1789622686143.2,0,forward,0
1129,0,10,80,10322.24,10323.44,1789622686223.2,0,forward,0
1130,0,10,80,10402.24,10403.00,1789622686303.2,0,forward,0
1131,0,10,80,10482.24,10483.29,1789622686383.2,0,forward,0
1132,0,10,80,10562.24,10563.30,1789622686463.2,0,forward,0
1133,0,10,80,10642.24,10642.99,1789622686543.2,0,forward,0
1134,0,10,80,10722.56,10723.23,1789622686623.6,0,forward,0
1135,0,10,80,10802.24,10803.71,1789622686703.2,0,forward,0
