frame,timeMs,boardIdx,x,y,w,h,seq,mode,epoch,consistent,exact,isLocal,isFriend,allZero,mismatches,loop,valid
56,933.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197817,1
57,950.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197819,1
58,966.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197821,1
59,983.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197823,1
60,1000.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197825,1
61,1016.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197827,1
62,1033.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197827,1
63,1050.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197829,1
64,1066.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197831,1
65,1083.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197833,1
66,1100.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197837,1
67,1116.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197837,1
68,1133.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197839,1
69,1150.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197841,1
70,1166.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197843,1
71,1183.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197845,1
72,1200.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197847,1
73,1216.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197849,1
74,1233.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197851,1
75,1250.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197853,1
76,1266.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197855,1
77,1283.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197857,1
78,1300.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197859,1
79,1316.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197861,1
80,1333.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197863,1
81,1350.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197865,1
82,1366.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197867,1
83,1383.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197869,1
84,1400.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197871,1
85,1416.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197873,1
86,1433.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197875,1
87,1450.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197875,1
88,1466.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197877,1
89,1483.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197879,1
90,1500.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197881,1
91,1516.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197883,1
92,1533.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197885,1
93,1550.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197887,1
94,1566.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197889,1
95,1583.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197891,1
96,1600.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197893,1
97,1616.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197893,1
98,1633.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197897,1
99,1650.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197899,1
100,1666.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197901,1
101,1683.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197903,1
102,1700.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197905,1
103,1716.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197907,1
104,1733.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197909,1
105,1750.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197911,1
106,1766.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197913,1
107,1783.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197915,1
108,1800.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197917,1
109,1816.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197919,1
110,1833.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197921,1
111,1850.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197923,1
112,1866.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197925,1
113,1883.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197927,1
114,1900.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197929,1
115,1916.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197931,1
116,1933.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197933,1
117,1950.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197935,1
118,1966.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197937,1
119,1983.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197939,1
120,2000.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197941,1
121,2016.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197943,1
122,2033.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197945,1
123,2050.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197947,1
124,2066.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197947,1
125,2083.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197949,1
126,2100.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197951,1
127,2116.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197953,1
128,2133.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197955,1
129,2150.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197957,1
130,2166.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197959,1
131,2183.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197961,1
132,2200.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197965,1
133,2216.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197965,1
134,2233.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197967,1
135,2250.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197969,1
136,2266.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197971,1
137,2283.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197973,1
138,2300.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197977,1
139,2316.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197977,1
140,2333.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197979,1
141,2350.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197981,1
142,2366.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197983,1
143,2383.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197985,1
144,2400.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197987,1
145,2416.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197989,1
146,2433.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197991,1
147,2450.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197993,1
148,2466.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197993,1
149,2483.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197995,1
150,2500.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,197999,1
151,2516.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198001,1
152,2533.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198003,1
153,2550.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198005,1
154,2566.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198007,1
155,2583.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198009,1
156,2600.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198011,1
157,2616.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198013,1
158,2633.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198013,1
159,2650.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198017,1
160,2666.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198019,1
161,2683.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198021,1
162,2700.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198023,1
163,2716.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198025,1
164,2733.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198027,1
165,2750.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198029,1
166,2766.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198031,1
167,2783.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198033,1
168,2800.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198035,1
169,2816.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198037,1
170,2833.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198039,1
171,2850.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198041,1
172,2866.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198043,1
173,2883.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198045,1
174,2900.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198047,1
175,2916.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198049,1
176,2933.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198051,1
177,2950.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198053,1
178,2966.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198055,1
179,2983.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198057,1
180,3000.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198059,1
181,3016.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198061,1
182,3033.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198063,1
183,3050.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198065,1
184,3066.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198067,1
185,3083.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198069,1
186,3100.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198071,1
187,3116.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198073,1
188,3133.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198073,1
189,3150.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198077,1
190,3166.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198077,1
191,3183.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198079,1
192,3200.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198081,1
193,3216.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198083,1
194,3233.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198085,1
195,3250.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198087,1
196,3266.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198091,1
197,3283.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198091,1
198,3300.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198093,1
199,3316.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198095,1
200,3333.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198097,1
201,3350.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198099,1
202,3366.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198103,1
203,3383.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198103,1
204,3400.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198105,1
205,3416.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198107,1
206,3433.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198109,1
207,3450.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198111,1
208,3466.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198113,1
209,3483.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198115,1
210,3500.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198117,1
211,3516.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198117,1
212,3533.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198119,1
213,3550.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198123,1
214,3566.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198125,1
215,3583.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198127,1
216,3600.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198129,1
217,3616.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198131,1
218,3633.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198133,1
219,3650.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198135,1
220,3666.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198135,1
221,3683.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198137,1
222,3700.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198139,1
223,3716.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198141,1
224,3733.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198143,1
225,3750.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198145,1
226,3766.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198147,1
227,3783.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198149,1
228,3800.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198151,1
229,3816.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198155,1
230,3833.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198155,1
231,3850.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198157,1
232,3866.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198159,1
233,3883.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198161,1
234,3900.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198163,1
235,3916.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198165,1
236,3933.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198167,1
237,3950.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198169,1
238,3966.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198171,1
239,3983.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198173,1
240,4000.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198173,1
241,4016.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198177,1
242,4033.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198177,1
243,4050.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198179,1
244,4066.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198181,1
245,4083.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198183,1
246,4100.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198185,1
247,4116.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198187,1
248,4133.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198187,1
249,4150.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198191,1
250,4166.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198193,1
251,4183.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198195,1
252,4200.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198197,1
253,4216.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198199,1
254,4233.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198199,1
255,4250.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198201,1
256,4266.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198203,1
257,4283.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198205,1
258,4300.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198207,1
259,4316.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198209,1
260,4333.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198213,1
261,4350.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198213,1
262,4366.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198215,1
263,4383.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198217,1
264,4400.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198219,1
265,4416.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198221,1
266,4433.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198223,1
267,4450.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198225,1
268,4466.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198229,1
269,4483.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198229,1
270,4500.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198231,1
271,4516.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198233,1
272,4533.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198235,1
273,4550.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198237,1
274,4566.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198239,1
275,4583.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198241,1
276,4600.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198243,1
277,4616.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198245,1
278,4633.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198247,1
279,4650.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198249,1
280,4666.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198251,1
281,4683.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198253,1
282,4700.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198255,1
283,4716.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198257,1
284,4733.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198259,1
285,4750.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198259,1
286,4766.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198263,1
287,4783.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198265,1
288,4800.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198267,1
289,4816.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198269,1
290,4833.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198271,1
291,4850.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198271,1
292,4866.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198273,1
293,4883.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198275,1
294,4900.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198277,1
295,4916.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198279,1
296,4933.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198281,1
297,4950.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198283,1
298,4966.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198285,1
299,4983.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198287,1
300,5000.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198289,1
300,5000.00,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199299,1
301,5016.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198291,1
301,5016.67,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199301,1
302,5033.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198293,1
302,5033.33,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199301,1
303,5050.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198295,1
303,5050.00,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199303,1
304,5066.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198297,1
304,5066.67,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199307,1
305,5083.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198299,1
305,5083.33,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199309,1
306,5100.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198301,1
306,5100.00,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199311,1
307,5116.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198303,1
307,5116.67,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199313,1
308,5133.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198305,1
308,5133.33,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199315,1
309,5150.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198307,1
309,5150.00,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199317,1
310,5166.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198307,1
310,5166.67,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199317,1
311,5183.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198309,1
311,5183.33,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199321,1
312,5200.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198311,1
312,5200.00,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199321,1
313,5216.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198313,1
313,5216.67,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199323,1
314,5233.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198315,1
314,5233.33,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199327,1
315,5250.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198317,1
315,5250.00,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199327,1
316,5266.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198319,1
316,5266.67,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199331,1
317,5283.33,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198319,1
317,5283.33,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199331,1
318,5300.00,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198323,1
318,5300.00,1,1238,300,192,184,7413,0,40,1,1,0,1,0,0,199335,1
319,5316.67,0,280,280,320,164,7413,0,40,1,1,1,0,0,0,198325,1
