# session 708189 k 2048 groups 64 chunks 2048 rate 15 passes 1 maxbytes 1400
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.004,5.796,64,82904,0
1,66.667,69.203,64,82904,64
2,133.334,137.026,64,82904,128
3,200.000,202.870,64,82904,192
4,266.667,269.098,64,82904,256
5,333.334,336.033,64,82904,320
6,400.000,401.853,64,82904,384
7,466.667,469.009,64,82904,448
8,533.334,534.768,64,82904,512
9,600.000,601.371,64,82904,576
10,666.667,667.808,64,82904,640
11,733.334,734.662,64,82904,704
12,800.000,801.619,64,82904,768
13,866.667,867.958,64,82904,832
14,933.334,935.123,64,82904,896
15,1000.000,1001.193,64,82904,960
16,1066.683,1067.796,64,82904,1024
17,1133.334,1134.814,64,82904,1088
18,1200.000,1202.007,64,82904,1152
19,1266.667,1268.640,64,82904,1216
20,1333.334,1334.707,64,82904,1280
21,1400.000,1401.319,64,82904,1344
22,1466.693,1468.396,64,82904,1408
23,1533.334,1534.351,64,82904,1472
24,1600.000,1601.112,64,82904,1536
25,1666.667,1668.849,64,82904,1600
26,1733.334,1734.549,64,82904,1664
27,1800.000,1801.073,64,82904,1728
28,1866.667,1867.747,64,82904,1792
29,1933.334,1934.808,64,82904,1856
30,2000.005,2001.216,64,82904,1920
31,2066.667,2068.223,64,82904,1984
