# session 25588 k 512 groups 16 chunks 2048 rate 75 passes 2 maxbytes 1400
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.003,2.528,16,20696,0
1,13.334,14.219,16,20696,16
2,26.667,27.868,16,20696,32
3,40.001,40.993,16,20696,48
4,53.334,53.923,16,20696,64
5,66.667,67.686,16,20696,80
6,80.000,80.572,16,20696,96
7,93.334,93.918,16,20696,112
8,106.667,107.720,16,20696,128
9,120.000,120.535,16,20696,144
10,133.334,134.164,16,20696,160
11,146.667,147.252,16,20696,176
12,160.000,161.181,16,20696,192
13,173.406,173.972,16,20696,208
14,186.667,187.514,16,20696,224
15,200.000,200.723,16,20696,240
16,213.334,213.772,16,20696,256
17,226.667,227.371,16,20696,272
18,240.000,240.398,16,20696,288
19,253.334,253.728,16,20696,304
20,266.667,267.183,16,20696,320
21,280.000,280.386,16,20696,336
22,293.334,293.764,16,20696,352
23,306.667,307.236,16,20696,368
24,320.000,320.386,16,20696,384
25,333.334,333.921,16,20696,400
26,346.667,347.434,16,20696,416
27,360.067,360.705,16,20696,432
28,373.334,373.738,16,20696,448
29,386.667,387.403,16,20696,464
30,400.000,400.387,16,20696,480
31,413.334,414.058,16,20696,496
32,426.667,427.432,16,20696,512
33,440.000,440.372,16,20696,528
34,453.334,453.930,16,20696,544
35,466.667,467.230,16,20696,560
36,480.000,480.531,16,20696,576
37,493.334,493.699,16,20696,592
38,506.667,507.092,16,20696,608
39,520.000,520.714,16,20696,624
40,533.334,533.812,16,20696,640
41,546.670,547.190,16,20696,656
42,560.000,560.387,16,20696,672
43,573.334,573.666,16,20696,688
44,586.667,587.083,16,20696,704
45,600.000,600.305,16,20696,720
46,613.334,613.708,16,20696,736
47,626.667,626.994,16,20696,752
48,640.000,640.491,16,20696,768
49,653.334,653.752,16,20696,784
50,666.667,666.969,16,20696,800
51,680.000,680.435,16,20696,816
52,693.334,693.772,16,20696,832
53,706.671,706.981,16,20696,848
54,720.000,720.463,16,20696,864
55,733.334,733.717,16,20696,880
56,746.667,747.226,16,20696,896
57,760.000,760.532,16,20696,912
58,773.334,773.659,16,20696,928
59,786.667,787.138,16,20696,944
60,800.000,800.292,16,20696,960
61,813.334,813.667,16,20696,976
62,826.667,827.181,16,20696,992
63,840.000,840.486,16,20696,1008
64,853.334,853.666,16,20696,1024
65,866.667,866.969,16,20696,1040
66,880.000,880.278,16,20696,1056
67,893.334,893.765,16,20696,1072
68,906.667,906.965,16,20696,1088
69,920.000,920.287,16,20696,1104
70,933.334,933.864,16,20696,1120
71,946.667,947.011,16,20696,1136
