# session 35294 k 512 groups 16 chunks 2048 rate 55 passes 1 maxbytes 1400
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.003,2.705,16,20696,0
1,18.182,18.827,16,20696,16
2,36.364,37.195,16,20696,32
3,54.546,55.210,16,20696,48
4,72.727,73.277,16,20696,64
5,90.909,91.536,16,20696,80
6,109.091,109.807,16,20696,96
7,127.273,128.136,16,20696,112
8,145.455,146.048,16,20696,128
9,163.637,164.455,16,20696,144
10,181.818,182.490,16,20696,160
11,200.000,200.508,16,20696,176
12,218.182,218.956,16,20696,192
13,236.364,236.886,16,20696,208
14,254.546,254.994,16,20696,224
15,272.727,273.328,16,20696,240
16,290.909,291.622,16,20696,256
17,309.091,309.525,16,20696,272
18,327.363,327.890,16,20696,288
19,345.455,345.857,16,20696,304
20,363.636,364.121,16,20696,320
21,381.818,382.253,16,20696,336
22,400.000,400.443,16,20696,352
23,418.245,418.737,16,20696,368
24,436.364,436.756,16,20696,384
25,454.546,455.173,16,20696,400
26,472.727,473.136,16,20696,416
27,490.909,491.417,16,20696,432
28,509.091,509.652,16,20696,448
29,527.273,527.752,16,20696,464
30,545.455,545.889,16,20696,480
31,563.636,564.168,16,20696,496
32,581.818,582.279,16,20696,512
33,600.000,600.357,16,20696,528
34,618.182,618.560,16,20696,544
35,636.364,636.808,16,20696,560
36,654.546,655.105,16,20696,576
37,672.728,673.100,16,20696,592
38,690.909,691.305,16,20696,608
39,709.091,709.598,16,20696,624
40,727.273,727.811,16,20696,640
41,745.455,746.044,16,20696,656
42,763.636,764.009,16,20696,672
43,781.818,782.198,16,20696,688
44,800.000,800.433,16,20696,704
45,818.182,818.664,16,20696,720
46,836.364,836.900,16,20696,736
47,854.546,854.835,16,20696,752
48,872.737,873.304,16,20696,768
49,890.909,891.200,16,20696,784
50,909.091,909.422,16,20696,800
51,927.273,927.771,16,20696,816
52,945.509,945.805,16,20696,832
53,963.637,963.923,16,20696,848
54,981.818,982.119,16,20696,864
55,1000.000,1000.352,16,20696,880
56,1018.182,1018.547,16,20696,896
57,1036.364,1036.738,16,20696,912
58,1054.546,1054.889,16,20696,928
59,1072.728,1073.003,16,20696,944
60,1090.909,1091.435,16,20696,960
61,1109.091,1109.403,16,20696,976
62,1127.273,1127.617,16,20696,992
63,1145.455,1145.832,16,20696,1008
64,1163.637,1163.950,16,20696,1024
65,1181.818,1182.194,16,20696,1040
66,1200.000,1200.463,16,20696,1056
67,1218.182,1218.469,16,20696,1072
68,1236.364,1236.763,16,20696,1088
69,1254.546,1254.824,16,20696,1104
70,1272.728,1273.184,16,20696,1120
71,1290.909,1291.205,16,20696,1136
72,1309.091,1309.419,16,20696,1152
73,1327.273,1327.603,16,20696,1168
74,1345.455,1345.859,16,20696,1184
75,1363.637,1363.901,16,20696,1200
76,1381.818,1382.276,16,20696,1216
77,1400.000,1400.296,16,20696,1232
78,1418.182,1418.471,16,20696,1248
79,1436.364,1436.889,16,20696,1264
80,1454.546,1454.966,16,20696,1280
81,1472.727,1473.027,16,20696,1296
82,1490.909,1491.243,16,20696,1312
83,1509.091,1509.410,16,20696,1328
84,1527.273,1527.607,16,20696,1344
85,1545.456,1545.856,16,20696,1360
86,1563.637,1563.909,16,20696,1376
87,1581.818,1582.167,16,20696,1392
88,1600.000,1600.269,16,20696,1408
89,1618.182,1618.468,16,20696,1424
90,1636.364,1636.859,16,20696,1440
91,1654.546,1654.823,16,20696,1456
92,1672.728,1673.135,16,20696,1472
93,1690.909,1691.181,16,20696,1488
94,1709.091,1709.578,16,20696,1504
95,1727.273,1727.750,16,20696,1520
96,1745.455,1745.807,16,20696,1536
97,1763.637,1763.923,16,20696,1552
98,1781.818,1782.102,16,20696,1568
99,1800.000,1800.574,16,20696,1584
100,1818.182,1818.527,16,20696,1600
101,1836.364,1836.861,16,20696,1616
102,1854.546,1854.901,16,20696,1632
103,1872.733,1873.119,16,20696,1648
104,1890.909,1891.643,16,20696,1664
105,1909.091,1909.630,16,20696,1680
106,1927.273,1927.755,16,20696,1696
107,1945.455,1945.867,16,20696,1712
108,1963.637,1963.962,16,20696,1728
109,1981.818,1982.093,16,20696,1744
110,2000.000,2000.336,16,20696,1760
111,2018.182,2018.497,16,20696,1776
112,2036.364,2036.640,16,20696,1792
113,2054.546,2054.818,16,20696,1808
114,2072.727,2073.187,16,20696,1824
115,2090.909,2091.185,16,20696,1840
116,2109.091,2109.617,16,20696,1856
117,2127.273,2127.671,16,20696,1872
118,2145.455,2145.770,16,20696,1888
119,2163.637,2163.932,16,20696,1904
120,2181.819,2182.156,16,20696,1920
121,2200.000,2200.409,16,20696,1936
122,2218.182,2218.491,16,20696,1952
123,2236.503,2236.985,16,20696,1968
124,2254.546,2254.844,16,20696,1984
125,2272.728,2273.313,16,20696,2000
126,2290.909,2291.212,16,20696,2016
127,2309.091,2309.478,16,20696,2032
