# session 791631 k 1024 groups 32 chunks 2048 rate 75 passes 13 maxbytes 1400
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.003,4.072,32,41432,0
1,13.334,15.474,32,41432,32
2,26.667,28.171,32,41432,64
3,40.000,41.575,32,41432,96
4,53.334,54.818,32,41432,128
5,66.667,68.484,32,41432,160
6,80.000,81.579,32,41432,192
7,93.334,94.695,32,41432,224
8,106.667,107.755,32,41432,256
9,120.000,121.146,32,41432,288
10,133.334,134.285,32,41432,320
11,146.667,148.226,32,41432,352
12,160.000,160.953,32,41432,384
13,173.334,174.228,32,41432,416
14,186.667,187.589,32,41432,448
15,200.009,201.294,32,41432,480
16,213.334,214.433,32,41432,512
17,226.667,227.856,32,41432,544
18,240.000,240.899,32,41432,576
19,253.334,254.419,32,41432,608
20,266.667,267.368,32,41432,640
21,280.000,280.821,32,41432,672
22,293.333,294.320,32,41432,704
23,306.667,307.483,32,41432,736
24,320.000,320.769,32,41432,768
25,333.334,334.287,32,41432,800
26,346.667,347.351,32,41432,832
27,360.000,360.739,32,41432,864
28,373.334,374.040,32,41432,896
29,386.667,387.389,32,41432,928
30,400.015,400.865,32,41432,960
31,413.334,414.086,32,41432,992
32,426.667,427.266,32,41432,1024
33,440.000,440.637,32,41432,1056
34,453.334,454.121,32,41432,1088
35,466.667,467.469,32,41432,1120
36,480.000,480.845,32,41432,1152
37,493.334,494.238,32,41432,1184
38,506.667,507.380,32,41432,1216
39,520.000,520.691,32,41432,1248
40,533.379,534.044,32,41432,1280
41,546.667,547.334,32,41432,1312
42,560.000,560.846,32,41432,1344
43,573.334,573.897,32,41432,1376
44,586.667,587.205,32,41432,1408
45,600.000,600.714,32,41432,1440
46,613.334,613.972,32,41432,1472
47,626.667,627.363,32,41432,1504
48,640.000,640.634,32,41432,1536
49,653.334,653.856,32,41432,1568
50,666.667,667.401,32,41432,1600
51,680.000,680.627,32,41432,1632
52,693.334,694.468,32,41432,1664
53,706.667,707.183,32,41432,1696
54,720.000,720.662,32,41432,1728
55,733.334,734.466,32,41432,1760
56,746.667,747.277,32,41432,1792
57,760.000,760.624,32,41432,1824
58,773.334,773.846,32,41432,1856
59,786.667,787.216,32,41432,1888
60,800.000,800.782,32,41432,1920
61,813.334,813.992,32,41432,1952
62,826.667,827.595,32,41432,1984
63,840.000,840.506,32,41432,2016
64,853.334,853.857,32,41432,0
65,866.667,867.398,32,41432,32
66,880.000,881.048,32,41432,64
67,893.334,894.190,32,41432,96
68,906.667,907.235,32,41432,128
69,920.000,920.525,32,41432,160
70,933.334,934.243,32,41432,192
71,946.667,947.243,32,41432,224
72,960.000,960.520,32,41432,256
73,973.334,973.866,32,41432,288
74,986.667,987.354,32,41432,320
75,1000.000,1001.032,32,41432,352
76,1013.334,1013.867,32,41432,384
77,1026.667,1027.180,32,41432,416
78,1040.000,1040.619,32,41432,448
79,1053.334,1054.305,32,41432,480
80,1066.741,1067.269,32,41432,512
81,1080.000,1080.760,32,41432,544
82,1093.334,1094.299,32,41432,576
83,1106.667,1107.196,32,41432,608
84,1120.000,1121.096,32,41432,640
85,1133.374,1134.002,32,41432,672
86,1146.667,1147.191,32,41432,704
87,1160.000,1160.919,32,41432,736
88,1173.334,1173.893,32,41432,768
89,1186.667,1187.193,32,41432,800
90,1200.000,1200.547,32,41432,832
91,1213.334,1213.847,32,41432,864
92,1226.667,1227.177,32,41432,896
93,1240.000,1240.581,32,41432,928
94,1253.334,1254.203,32,41432,960
95,1266.667,1267.412,32,41432,992
96,1280.000,1280.551,32,41432,1024
97,1293.334,1294.264,32,41432,1056
98,1306.667,1307.459,32,41432,1088
99,1320.000,1321.006,32,41432,1120
100,1333.337,1334.119,32,41432,1152
101,1346.667,1347.306,32,41432,1184
102,1360.000,1360.958,32,41432,1216
103,1373.334,1374.035,32,41432,1248
104,1386.667,1387.458,32,41432,1280
105,1400.000,1400.792,32,41432,1312
106,1413.334,1413.998,32,41432,1344
107,1426.667,1427.607,32,41432,1376
108,1440.000,1440.770,32,41432,1408
109,1453.334,1453.856,32,41432,1440
110,1466.667,1467.312,32,41432,1472
111,1480.000,1480.959,32,41432,1504
112,1493.333,1493.899,32,41432,1536
113,1506.667,1507.213,32,41432,1568
114,1520.000,1520.892,32,41432,1600
115,1533.334,1533.850,32,41432,1632
116,1546.667,1547.303,32,41432,1664
117,1560.000,1560.747,32,41432,1696
118,1573.334,1574.003,32,41432,1728
119,1586.667,1587.282,32,41432,1760
120,1600.000,1601.050,32,41432,1792
121,1613.333,1613.873,32,41432,1824
122,1626.667,1627.188,32,41432,1856
123,1640.000,1640.749,32,41432,1888
124,1653.334,1654.210,32,41432,1920
125,1666.667,1667.370,32,41432,1952
126,1680.000,1680.513,32,41432,1984
127,1693.334,1694.023,32,41432,2016
128,1706.667,1707.256,32,41432,0
129,1720.000,1720.518,32,41432,32
130,1733.334,1733.931,32,41432,64
131,1746.676,1747.355,32,41432,96
132,1760.000,1760.663,32,41432,128
133,1773.334,1773.972,32,41432,160
134,1786.667,1787.183,32,41432,192
135,1800.007,1800.640,32,41432,224
136,1813.334,1814.297,32,41432,256
137,1826.667,1827.260,32,41432,288
138,1840.000,1840.515,32,41432,320
139,1853.334,1853.903,32,41432,352
140,1866.667,1867.239,32,41432,384
141,1880.000,1880.908,32,41432,416
142,1893.334,1893.852,32,41432,448
143,1906.667,1907.237,32,41432,480
144,1920.000,1920.528,32,41432,512
145,1933.334,1934.257,32,41432,544
146,1946.667,1947.196,32,41432,576
147,1960.000,1960.534,32,41432,608
148,1973.334,1973.895,32,41432,640
149,1986.667,1987.375,32,41432,672
150,2000.000,2000.828,32,41432,704
151,2013.334,2013.993,32,41432,736
152,2026.667,2027.426,32,41432,768
153,2040.000,2040.561,32,41432,800
154,2053.334,2054.066,32,41432,832
155,2066.667,2067.184,32,41432,864
156,2080.000,2080.706,32,41432,896
157,2093.334,2094.020,32,41432,928
158,2106.667,2107.177,32,41432,960
159,2120.000,2120.514,32,41432,992
160,2133.333,2134.336,32,41432,1024
161,2146.667,2147.212,32,41432,1056
162,2160.000,2160.508,32,41432,1088
163,2173.334,2174.153,32,41432,1120
164,2186.667,2187.221,32,41432,1152
165,2200.000,2200.617,32,41432,1184
166,2213.334,2213.775,32,41432,1216
167,2226.667,2227.462,32,41432,1248
168,2240.000,2240.664,32,41432,1280
169,2253.334,2254.069,32,41432,1312
170,2266.667,2267.128,32,41432,1344
171,2280.000,2280.761,32,41432,1376
172,2293.333,2293.839,32,41432,1408
173,2306.764,2307.232,32,41432,1440
174,2320.000,2320.448,32,41432,1472
175,2333.334,2333.973,32,41432,1504
176,2346.667,2347.186,32,41432,1536
177,2360.000,2360.444,32,41432,1568
178,2373.334,2373.793,32,41432,1600
179,2386.667,2387.152,32,41432,1632
180,2400.000,2400.439,32,41432,1664
181,2413.334,2413.780,32,41432,1696
182,2426.667,2427.429,32,41432,1728
183,2440.000,2440.472,32,41432,1760
184,2453.334,2454.180,32,41432,1792
185,2466.667,2467.332,32,41432,1824
186,2480.000,2480.810,32,41432,1856
187,2493.334,2493.796,32,41432,1888
188,2506.667,2507.124,32,41432,1920
189,2520.000,2520.681,32,41432,1952
190,2533.334,2533.839,32,41432,1984
191,2546.667,2547.394,32,41432,2016
192,2560.000,2560.858,32,41432,0
193,2573.334,2573.794,32,41432,32
194,2586.667,2587.266,32,41432,64
195,2600.034,2600.804,32,41432,96
196,2613.334,2614.164,32,41432,128
197,2626.667,2627.399,32,41432,160
198,2640.000,2640.944,32,41432,192
199,2653.334,2654.161,32,41432,224
200,2666.667,2667.257,32,41432,256
201,2680.152,2680.886,32,41432,288
202,2693.334,2693.776,32,41432,320
203,2706.667,2707.114,32,41432,352
204,2720.000,2721.114,32,41432,384
205,2733.334,2733.785,32,41432,416
206,2746.667,2747.139,32,41432,448
207,2760.000,2760.696,32,41432,480
208,2773.334,2773.892,32,41432,512
209,2786.667,2787.724,32,41432,544
210,2800.000,2800.628,32,41432,576
211,2813.334,2814.001,32,41432,608
212,2826.667,2827.401,32,41432,640
213,2840.000,2840.473,32,41432,672
214,2853.335,2854.064,32,41432,704
215,2866.667,2867.428,32,41432,736
216,2880.000,2880.880,32,41432,768
217,2893.334,2894.500,32,41432,800
218,2906.667,2907.430,32,41432,832
219,2920.000,2920.690,32,41432,864
220,2933.334,2933.937,32,41432,896
221,2946.667,2947.493,32,41432,928
