# session 140607 k 512 groups 16 chunks 2048 rate 90 passes 1 maxbytes 1400
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.010,2.466,16,20696,0
1,11.112,12.073,16,20696,16
2,22.222,23.040,16,20696,32
3,33.333,34.178,16,20696,48
4,44.445,45.008,16,20696,64
5,55.556,56.115,16,20696,80
6,66.667,67.204,16,20696,96
7,77.778,78.383,16,20696,112
8,88.889,89.674,16,20696,128
9,100.000,100.759,16,20696,144
10,111.111,112.180,16,20696,160
11,122.223,122.738,16,20696,176
12,133.334,134.167,16,20696,192
13,144.445,144.874,16,20696,208
14,155.556,156.008,16,20696,224
15,166.667,167.279,16,20696,240
16,177.778,178.153,16,20696,256
17,188.889,189.276,16,20696,272
18,200.000,200.470,16,20696,288
19,211.111,211.527,16,20696,304
20,222.222,222.761,16,20696,320
21,233.334,233.806,16,20696,336
22,244.445,244.849,16,20696,352
23,255.556,256.169,16,20696,368
24,266.667,267.250,16,20696,384
25,277.781,278.527,16,20696,400
26,288.889,289.406,16,20696,416
27,300.000,300.691,16,20696,432
28,311.115,311.800,16,20696,448
29,322.223,322.816,16,20696,464
30,333.334,333.942,16,20696,480
31,344.445,344.919,16,20696,496
32,355.556,356.027,16,20696,512
33,366.667,367.391,16,20696,528
34,377.778,378.157,16,20696,544
35,388.889,389.285,16,20696,560
36,400.000,400.442,16,20696,576
37,411.111,411.469,16,20696,592
38,422.223,422.682,16,20696,608
39,433.334,433.708,16,20696,624
40,444.445,444.807,16,20696,640
41,455.556,455.918,16,20696,656
42,466.667,467.001,16,20696,672
43,477.778,478.179,16,20696,688
44,488.889,489.250,16,20696,704
45,500.017,500.393,16,20696,720
46,511.112,511.466,16,20696,736
47,522.222,522.531,16,20696,752
48,533.334,533.661,16,20696,768
49,544.445,544.817,16,20696,784
50,555.556,555.848,16,20696,800
51,566.667,567.058,16,20696,816
52,577.778,578.106,16,20696,832
53,588.889,589.187,16,20696,848
54,600.000,600.771,16,20696,864
55,611.111,611.477,16,20696,880
56,622.222,622.529,16,20696,896
57,633.334,633.646,16,20696,912
58,644.445,644.793,16,20696,928
59,655.556,655.915,16,20696,944
60,666.667,666.969,16,20696,960
61,677.778,678.184,16,20696,976
62,688.889,689.196,16,20696,992
63,700.000,700.499,16,20696,1008
64,711.111,711.439,16,20696,1024
65,722.222,722.505,16,20696,1040
66,733.334,733.689,16,20696,1056
67,744.445,744.946,16,20696,1072
68,755.556,755.865,16,20696,1088
69,766.667,766.975,16,20696,1104
70,777.778,778.281,16,20696,1120
71,788.889,789.185,16,20696,1136
72,800.000,800.325,16,20696,1152
73,811.172,811.469,16,20696,1168
74,822.222,822.504,16,20696,1184
75,833.334,833.677,16,20696,1200
76,844.445,844.822,16,20696,1216
77,855.556,855.948,16,20696,1232
78,866.667,867.066,16,20696,1248
79,877.778,878.168,16,20696,1264
80,888.889,889.294,16,20696,1280
81,900.000,900.354,16,20696,1296
82,911.111,911.440,16,20696,1312
83,922.222,922.504,16,20696,1328
84,933.334,933.614,16,20696,1344
85,944.445,944.784,16,20696,1360
86,955.556,955.881,16,20696,1376
87,966.667,967.119,16,20696,1392
88,977.778,978.080,16,20696,1408
89,988.889,989.340,16,20696,1424
90,1000.000,1000.488,16,20696,1440
91,1011.111,1011.463,16,20696,1456
92,1022.222,1022.567,16,20696,1472
93,1033.334,1033.661,16,20696,1488
94,1044.445,1044.991,16,20696,1504
95,1055.556,1055.882,16,20696,1520
96,1066.667,1067.114,16,20696,1536
97,1077.843,1078.131,16,20696,1552
98,1088.889,1089.187,16,20696,1568
99,1100.000,1100.287,16,20696,1584
100,1111.111,1111.403,16,20696,1600
101,1122.222,1122.520,16,20696,1616
102,1133.379,1133.938,16,20696,1632
103,1144.445,1144.738,16,20696,1648
104,1155.556,1155.946,16,20696,1664
105,1166.667,1166.961,16,20696,1680
106,1177.778,1178.073,16,20696,1696
107,1188.889,1189.187,16,20696,1712
108,1200.000,1200.559,16,20696,1728
109,1211.111,1211.466,16,20696,1744
110,1222.222,1222.551,16,20696,1760
111,1233.334,1233.670,16,20696,1776
112,1244.445,1244.742,16,20696,1792
113,1255.556,1255.840,16,20696,1808
114,1266.667,1266.970,16,20696,1824
115,1277.778,1278.293,16,20696,1840
116,1288.889,1289.226,16,20696,1856
117,1300.101,1300.421,16,20696,1872
118,1311.111,1311.400,16,20696,1888
119,1322.222,1322.510,16,20696,1904
120,1333.334,1333.672,16,20696,1920
121,1344.445,1344.738,16,20696,1936
122,1355.556,1355.864,16,20696,1952
123,1366.691,1366.983,16,20696,1968
124,1377.778,1378.058,16,20696,1984
125,1388.889,1389.349,16,20696,2000
126,1400.000,1400.302,16,20696,2016
127,1411.111,1411.596,16,20696,2032
