# session 456098 k 512 groups 16 chunks 2048 rate 58 passes 1 maxbytes 4000
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.031,1.844,6,20536,0
1,17.314,18.248,6,20536,16
2,34.483,35.448,6,20536,32
3,51.736,52.331,6,20536,48
4,68.966,69.850,6,20536,64
5,86.207,86.651,6,20536,80
6,103.448,103.824,6,20536,96
7,120.690,121.119,6,20536,112
8,137.931,138.292,6,20536,128
9,155.173,155.775,6,20536,144
10,172.414,173.185,6,20536,160
11,189.655,190.179,6,20536,176
12,206.945,207.276,6,20536,192
13,224.138,224.504,6,20536,208
14,241.380,241.819,6,20536,224
15,258.621,259.024,6,20536,240
16,275.862,276.352,6,20536,256
17,293.104,293.606,6,20536,272
18,310.345,310.781,6,20536,288
19,327.587,328.087,6,20536,304
20,344.828,345.188,6,20536,320
21,362.069,362.396,6,20536,336
22,379.311,379.634,6,20536,352
23,396.552,396.888,6,20536,368
24,413.793,414.104,6,20536,384
25,431.035,431.351,6,20536,400
26,448.276,448.699,6,20536,416
27,465.518,465.874,6,20536,432
28,482.759,483.054,6,20536,448
29,500.000,500.332,6,20536,464
30,517.242,517.579,6,20536,480
31,534.574,535.067,6,20536,496
32,551.724,552.014,6,20536,512
33,568.966,569.264,6,20536,528
34,586.207,586.503,6,20536,544
35,603.448,603.818,6,20536,560
36,620.690,621.151,6,20536,576
37,637.931,638.210,6,20536,592
38,655.173,655.565,6,20536,608
39,672.414,672.755,6,20536,624
40,689.655,690.015,6,20536,640
41,706.897,707.208,6,20536,656
42,724.138,724.628,6,20536,672
43,741.380,741.628,6,20536,688
44,758.621,758.956,6,20536,704
45,775.862,776.311,6,20536,720
46,793.104,793.447,6,20536,736
47,810.345,810.585,6,20536,752
48,827.587,827.809,6,20536,768
49,844.828,845.079,6,20536,784
50,862.069,862.321,6,20536,800
51,879.311,879.524,6,20536,816
52,896.552,896.779,6,20536,832
53,913.793,914.010,6,20536,848
54,931.035,931.266,6,20536,864
55,948.276,948.606,6,20536,880
56,965.518,965.761,6,20536,896
57,982.759,982.985,6,20536,912
58,1000.000,1000.230,6,20536,928
59,1017.242,1017.615,6,20536,944
60,1034.483,1034.858,6,20536,960
61,1051.724,1051.952,6,20536,976
62,1068.966,1069.254,6,20536,992
63,1086.207,1086.570,6,20536,1008
64,1103.448,1103.687,6,20536,1024
65,1120.690,1120.891,6,20536,1040
66,1137.931,1138.140,6,20536,1056
67,1155.173,1155.484,6,20536,1072
68,1172.414,1172.701,6,20536,1088
69,1189.655,1189.912,6,20536,1104
70,1206.897,1207.241,6,20536,1120
71,1224.138,1224.358,6,20536,1136
72,1241.380,1241.604,6,20536,1152
73,1258.621,1258.927,6,20536,1168
74,1275.862,1276.138,6,20536,1184
75,1293.104,1293.314,6,20536,1200
76,1310.345,1310.697,6,20536,1216
77,1327.587,1327.806,6,20536,1232
78,1344.828,1345.038,6,20536,1248
79,1362.069,1362.279,6,20536,1264
80,1379.333,1379.550,6,20536,1280
81,1396.628,1396.845,6,20536,1296
82,1413.793,1414.007,6,20536,1312
83,1431.035,1431.267,6,20536,1328
84,1448.276,1448.742,6,20536,1344
85,1465.517,1465.756,6,20536,1360
86,1482.759,1482.962,6,20536,1376
87,1500.000,1500.214,6,20536,1392
88,1517.242,1517.483,6,20536,1408
89,1534.483,1534.734,6,20536,1424
90,1551.724,1551.935,6,20536,1440
91,1568.966,1569.185,6,20536,1456
92,1586.207,1586.401,6,20536,1472
93,1603.449,1603.708,6,20536,1488
94,1620.690,1620.886,6,20536,1504
95,1637.931,1638.134,6,20536,1520
96,1655.173,1655.387,6,20536,1536
97,1672.414,1672.719,6,20536,1552
98,1689.655,1689.970,6,20536,1568
99,1706.897,1707.122,6,20536,1584
100,1724.138,1724.390,6,20536,1600
101,1741.380,1741.653,6,20536,1616
102,1758.621,1758.991,6,20536,1632
103,1775.862,1776.119,6,20536,1648
104,1793.104,1793.334,6,20536,1664
105,1810.345,1810.547,6,20536,1680
106,1827.587,1827.955,6,20536,1696
107,1844.828,1845.022,6,20536,1712
108,1862.080,1862.316,6,20536,1728
109,1879.311,1879.558,6,20536,1744
110,1896.552,1896.742,6,20536,1760
111,1913.793,1914.032,6,20536,1776
112,1931.035,1931.281,6,20536,1792
113,1948.276,1948.575,6,20536,1808
114,1965.518,1965.756,6,20536,1824
115,1982.759,1983.007,6,20536,1840
116,2000.000,2000.194,6,20536,1856
117,2017.242,2017.675,6,20536,1872
118,2034.483,2034.843,6,20536,1888
119,2051.724,2051.950,6,20536,1904
120,2068.966,2069.202,6,20536,1920
121,2086.207,2086.466,6,20536,1936
122,2103.449,2103.725,6,20536,1952
123,2120.690,2120.922,6,20536,1968
124,2137.931,2138.159,6,20536,1984
125,2155.173,2155.372,6,20536,2000
126,2172.414,2172.693,6,20536,2016
127,2189.655,2189.840,6,20536,2032
