# session 512420 k 128 groups 4 chunks 2048 rate 250 passes 1 maxbytes 1400
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.003,1.223,4,5144,0
1,4.000,4.822,4,5144,4
2,8.001,8.332,4,5144,8
3,12.000,12.505,4,5144,12
4,16.054,16.393,4,5144,16
5,20.000,20.216,4,5144,20
6,24.000,24.277,4,5144,24
7,28.000,28.192,4,5144,28
8,32.000,32.331,4,5144,32
9,36.000,36.227,4,5144,36
10,40.005,40.332,4,5144,40
11,44.000,44.279,4,5144,44
12,48.000,48.283,4,5144,48
13,52.000,52.206,4,5144,52
14,56.007,56.195,4,5144,56
15,60.000,60.195,4,5144,60
16,64.040,64.216,4,5144,64
17,68.013,68.319,4,5144,68
18,72.000,72.213,4,5144,72
19,76.000,76.229,4,5144,76
20,80.000,80.376,4,5144,80
21,84.054,84.225,4,5144,84
22,88.000,88.334,4,5144,88
23,92.000,92.187,4,5144,92
24,96.000,96.259,4,5144,96
25,100.000,100.180,4,5144,100
26,104.000,104.241,4,5144,104
27,108.000,108.198,4,5144,108
28,112.000,112.284,4,5144,112
29,116.000,116.282,4,5144,116
30,120.000,120.215,4,5144,120
31,124.000,124.346,4,5144,124
32,128.000,128.169,4,5144,128
33,132.057,132.235,4,5144,132
34,136.000,136.218,4,5144,136
35,140.000,140.332,4,5144,140
36,144.000,144.268,4,5144,144
37,148.000,148.425,4,5144,148
38,152.000,152.332,4,5144,152
39,156.000,156.271,4,5144,156
40,160.000,160.321,4,5144,160
41,164.000,164.404,4,5144,164
42,168.000,168.278,4,5144,168
43,172.000,172.205,4,5144,172
44,176.000,176.304,4,5144,176
45,180.000,180.217,4,5144,180
46,184.005,184.235,4,5144,184
47,188.000,188.157,4,5144,188
48,192.000,192.264,4,5144,192
49,196.000,196.151,4,5144,196
50,200.000,200.183,4,5144,200
51,204.000,204.197,4,5144,204
52,208.000,208.155,4,5144,208
53,212.000,212.154,4,5144,212
54,216.000,216.219,4,5144,216
55,220.000,220.320,4,5144,220
56,224.000,224.298,4,5144,224
57,228.000,228.153,4,5144,228
58,232.000,232.172,4,5144,232
59,236.000,236.172,4,5144,236
60,240.000,240.170,4,5144,240
61,244.000,244.320,4,5144,244
62,248.000,248.303,4,5144,248
63,252.000,252.326,4,5144,252
64,256.000,256.207,4,5144,256
65,260.000,260.179,4,5144,260
66,264.000,264.129,4,5144,264
67,268.000,268.162,4,5144,268
68,272.000,272.143,4,5144,272
69,276.000,276.135,4,5144,276
70,280.000,280.160,4,5144,280
71,284.036,284.187,4,5144,284
72,288.000,288.194,4,5144,288
73,292.000,292.168,4,5144,292
74,296.000,296.136,4,5144,296
75,300.000,300.193,4,5144,300
76,304.000,304.130,4,5144,304
77,308.000,308.165,4,5144,308
78,312.000,312.202,4,5144,312
79,316.000,316.154,4,5144,316
80,320.000,320.150,4,5144,320
81,324.000,324.168,4,5144,324
82,328.000,328.177,4,5144,328
83,332.000,332.210,4,5144,332
84,336.000,336.167,4,5144,336
85,340.005,340.164,4,5144,340
86,344.000,344.226,4,5144,344
87,348.000,348.166,4,5144,348
88,352.000,352.189,4,5144,352
89,356.000,356.130,4,5144,356
90,360.000,360.129,4,5144,360
91,364.000,364.152,4,5144,364
92,368.000,368.188,4,5144,368
93,372.000,372.201,4,5144,372
94,376.000,376.182,4,5144,376
95,380.000,380.163,4,5144,380
96,384.000,384.149,4,5144,384
97,388.000,388.164,4,5144,388
98,392.000,392.142,4,5144,392
99,396.000,396.183,4,5144,396
100,400.000,400.129,4,5144,400
101,404.003,404.283,4,5144,404
