# session 379085 k 512 groups 16 chunks 2048 rate 55 passes 1 maxbytes 4000
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.019,1.818,6,20536,0
1,18.182,19.167,6,20536,16
2,36.364,36.916,6,20536,32
3,54.642,55.118,6,20536,48
4,72.727,73.137,6,20536,64
5,90.909,91.279,6,20536,80
6,109.091,109.477,6,20536,96
7,127.273,127.694,6,20536,112
8,145.455,145.810,6,20536,128
9,163.637,164.387,6,20536,144
10,181.818,182.267,6,20536,160
11,200.000,200.444,6,20536,176
12,218.182,218.512,6,20536,192
13,236.364,237.189,6,20536,208
14,254.546,254.984,6,20536,224
15,272.727,273.048,6,20536,240
16,290.909,291.285,6,20536,256
17,309.091,309.413,6,20536,272
18,327.273,327.591,6,20536,288
19,345.455,345.766,6,20536,304
20,363.637,364.050,6,20536,320
21,381.818,382.155,6,20536,336
22,400.000,400.606,6,20536,352
23,418.182,418.605,6,20536,368
24,436.364,436.662,6,20536,384
25,454.546,454.837,6,20536,400
26,472.727,473.039,6,20536,416
27,490.909,491.212,6,20536,432
28,509.091,509.377,6,20536,448
29,527.273,527.603,6,20536,464
30,545.455,545.960,6,20536,480
31,563.637,564.105,6,20536,496
32,581.818,582.092,6,20536,512
33,600.000,600.294,6,20536,528
34,618.182,618.558,6,20536,544
35,636.364,636.638,6,20536,560
36,654.546,654.833,6,20536,576
37,672.727,673.019,6,20536,592
38,690.909,691.270,6,20536,608
39,709.091,709.523,6,20536,624
40,727.273,727.567,6,20536,640
41,745.455,745.789,6,20536,656
42,763.637,764.079,6,20536,672
43,781.818,782.049,6,20536,688
44,800.000,800.234,6,20536,704
45,818.257,818.606,6,20536,720
46,836.364,836.706,6,20536,736
47,854.546,854.805,6,20536,752
48,872.727,873.291,6,20536,768
49,890.909,891.244,6,20536,784
50,909.091,909.355,6,20536,800
51,927.273,927.494,6,20536,816
52,945.455,945.679,6,20536,832
53,963.637,964.029,6,20536,848
54,981.818,982.197,6,20536,864
55,1000.000,1000.350,6,20536,880
56,1018.196,1018.456,6,20536,896
57,1036.364,1036.594,6,20536,912
58,1054.546,1054.782,6,20536,928
59,1072.728,1072.963,6,20536,944
60,1090.910,1091.125,6,20536,960
61,1109.091,1109.323,6,20536,976
62,1127.273,1127.527,6,20536,992
63,1145.455,1145.669,6,20536,1008
64,1163.637,1163.934,6,20536,1024
65,1181.818,1182.021,6,20536,1040
66,1200.000,1200.203,6,20536,1056
67,1218.182,1218.769,6,20536,1072
68,1236.364,1236.633,6,20536,1088
69,1254.546,1254.836,6,20536,1104
70,1272.728,1273.004,6,20536,1120
71,1290.909,1291.155,6,20536,1136
72,1309.091,1309.317,6,20536,1152
73,1327.273,1327.537,6,20536,1168
74,1345.455,1345.683,6,20536,1184
75,1363.637,1364.312,6,20536,1200
76,1381.818,1382.040,6,20536,1216
77,1400.000,1400.285,6,20536,1232
78,1418.182,1418.451,6,20536,1248
79,1436.364,1436.614,6,20536,1264
80,1454.546,1454.773,6,20536,1280
81,1472.727,1472.953,6,20536,1296
82,1490.909,1491.113,6,20536,1312
83,1509.091,1509.312,6,20536,1328
84,1527.273,1527.568,6,20536,1344
85,1545.455,1545.652,6,20536,1360
86,1563.637,1563.914,6,20536,1376
87,1581.818,1582.150,6,20536,1392
88,1600.000,1600.252,6,20536,1408
89,1618.182,1618.503,6,20536,1424
90,1636.364,1636.572,6,20536,1440
91,1654.546,1654.861,6,20536,1456
92,1672.727,1672.935,6,20536,1472
93,1690.909,1691.122,6,20536,1488
94,1709.144,1709.357,6,20536,1504
95,1727.273,1727.474,6,20536,1520
96,1745.455,1745.795,6,20536,1536
97,1763.637,1763.846,6,20536,1552
98,1781.818,1782.036,6,20536,1568
99,1800.000,1800.240,6,20536,1584
100,1818.182,1818.438,6,20536,1600
101,1836.364,1836.576,6,20536,1616
102,1854.546,1854.760,6,20536,1632
103,1872.727,1873.362,6,20536,1648
104,1890.909,1891.169,6,20536,1664
105,1909.092,1909.304,6,20536,1680
106,1927.273,1927.536,6,20536,1696
107,1945.455,1945.704,6,20536,1712
108,1963.637,1963.917,6,20536,1728
109,1981.818,1982.044,6,20536,1744
110,2000.000,2000.197,6,20536,1760
111,2018.182,2018.427,6,20536,1776
112,2036.364,2036.577,6,20536,1792
113,2054.546,2054.746,6,20536,1808
114,2072.727,2072.925,6,20536,1824
115,2090.909,2091.124,6,20536,1840
116,2109.091,2109.347,6,20536,1856
117,2127.273,2127.522,6,20536,1872
118,2145.455,2145.660,6,20536,1888
119,2163.637,2164.073,6,20536,1904
120,2181.818,2182.003,6,20536,1920
121,2200.000,2200.234,6,20536,1936
122,2218.182,2218.391,6,20536,1952
123,2236.370,2236.698,6,20536,1968
124,2254.546,2254.986,6,20536,1984
125,2272.728,2272.956,6,20536,2000
126,2290.909,2291.169,6,20536,2016
127,2309.091,2309.282,6,20536,2032
