# session 856136 k 1024 groups 32 chunks 2048 rate 30 passes 1 maxbytes 1400
send,tStartMs,tEndMs,datagrams,bytes,firstChunk
0,0.003,4.205,32,41432,0
1,33.437,35.831,32,41432,32
2,66.667,68.865,32,41432,64
3,100.069,101.588,32,41432,96
4,133.334,135.174,32,41432,128
5,166.667,168.235,32,41432,160
6,200.000,201.626,32,41432,192
7,233.334,235.288,32,41432,224
8,266.667,267.934,32,41432,256
9,300.000,300.920,32,41432,288
10,333.334,334.242,32,41432,320
11,366.667,367.730,32,41432,352
12,400.000,402.119,32,41432,384
13,433.334,434.672,32,41432,416
14,466.667,467.644,32,41432,448
15,500.000,501.010,32,41432,480
16,533.334,533.985,32,41432,512
17,566.667,567.408,32,41432,544
18,600.000,600.714,32,41432,576
19,633.334,634.451,32,41432,608
20,666.809,668.076,32,41432,640
21,700.000,701.213,32,41432,672
22,733.334,734.025,32,41432,704
23,766.667,767.345,32,41432,736
24,800.000,800.611,32,41432,768
25,833.334,834.287,32,41432,800
26,866.667,867.524,32,41432,832
27,900.000,900.582,32,41432,864
28,933.334,934.108,32,41432,896
29,966.667,968.130,32,41432,928
30,1000.000,1000.971,32,41432,960
31,1033.349,1034.313,32,41432,992
32,1066.674,1067.279,32,41432,1024
33,1100.000,1100.703,32,41432,1056
34,1133.334,1134.261,32,41432,1088
35,1166.667,1167.343,32,41432,1120
36,1200.000,1200.618,32,41432,1152
37,1233.334,1234.354,32,41432,1184
38,1266.667,1267.214,32,41432,1216
39,1300.000,1300.724,32,41432,1248
40,1333.334,1334.573,32,41432,1280
41,1366.667,1367.275,32,41432,1312
42,1400.000,1400.686,32,41432,1344
43,1433.346,1434.274,32,41432,1376
44,1466.667,1467.214,32,41432,1408
45,1500.000,1501.128,32,41432,1440
46,1533.334,1533.922,32,41432,1472
47,1566.667,1567.217,32,41432,1504
48,1600.000,1601.034,32,41432,1536
49,1633.334,1633.851,32,41432,1568
50,1666.667,1667.391,32,41432,1600
51,1700.000,1700.671,32,41432,1632
52,1733.334,1734.072,32,41432,1664
53,1766.667,1767.265,32,41432,1696
54,1800.000,1800.573,32,41432,1728
55,1833.334,1833.876,32,41432,1760
56,1866.667,1867.214,32,41432,1792
57,1900.000,1900.777,32,41432,1824
58,1933.334,1934.100,32,41432,1856
59,1966.667,1967.241,32,41432,1888
60,2000.010,2000.600,32,41432,1920
61,2033.334,2033.962,32,41432,1952
62,2066.667,2067.213,32,41432,1984
63,2100.087,2100.717,32,41432,2016
